주상병코드,진료년도,가입자구분,성별,연령,진료실인원(명),진료건수(건),총진료비(천원)
F60-F69,2011년,직장,여자,15-19세,272,1035,115763
F60-F69,2011년,직장,여자,20-24세,342,1428,233844
F60-F69,2011년,직장,여자,25-29세,318,1359,155960
F60-F69,2011년,직장,여자,30-34세,256,1176,166026
F60-F69,2011년,직장,여자,35-39세,201,1233,118738
F60-F69,2011년,직장,여자,40-44세,179,897,73563
F60-F69,2011년,직장,여자,45-49세,120,577,42734
F60-F69,2011년,직장,여자,50-54세,145,682,87359
F60-F69,2011년,직장,여자,55-59세,94,398,41881
F60-F69,2011년,직장,여자,60-64세,55,179,37856
F60-F69,2011년,직장,여자,65세 이상,196,777,128455
F60-F69,2012년,지역,남자,0-4세,13,18,568
F60-F69,2012년,지역,남자,5-9세,49,194,7907
F60-F69,2012년,지역,남자,10-14세,137,400,51627
F60-F69,2012년,지역,남자,15-19세,363,1342,151612
F60-F69,2012년,지역,남자,20-24세,577,2816,374570
F60-F69,2012년,지역,남자,25-29세,388,1586,245713
F60-F69,2012년,지역,남자,30-34세,387,1603,351173
F60-F69,2012년,지역,남자,35-39세,323,1271,350924
F60-F69,2012년,지역,남자,40-44세,317,1400,253351
F60-F69,2012년,지역,남자,45-49세,208,937,267311
F60-F69,2012년,지역,남자,50-54세,218,847,236749
F60-F69,2012년,지역,남자,55-59세,140,523,174381
F60-F69,2012년,지역,남자,60-64세,101,351,178242
F60-F69,2012년,지역,남자,65세 이상,176,797,446971
F60-F69,2012년,지역,여자,0-4세,10,57,2147
F60-F69,2012년,지역,여자,5-9세,53,72,1342
F60-F69,2012년,지역,여자,10-14세,70,283,13499
F60-F69,2012년,지역,여자,15-19세,155,660,82789
F60-F69,2012년,지역,여자,20-24세,177,875,136034
F60-F69,2012년,지역,여자,25-29세,191,889,89357
F60-F69,2012년,지역,여자,30-34세,180,722,91638
F60-F69,2012년,지역,여자,35-39세,148,794,87427
F60-F69,2012년,지역,여자,40-44세,154,936,125216
F60-F69,2012년,지역,여자,45-49세,104,444,78253
F60-F69,2012년,지역,여자,50-54세,86,462,37499
F60-F69,2012년,지역,여자,55-59세,55,202,44857
F60-F69,2012년,지역,여자,60-64세,39,201,13906
F60-F69,2012년,지역,여자,65세 이상,103,369,101443
F60-F69,2012년,직장,남자,0-4세,31,38,1021
F60-F69,2012년,직장,남자,5-9세,130,339,8250
F60-F69,2012년,직장,남자,10-14세,329,1272,89387
F60-F69,2012년,직장,남자,15-19세,745,3288,449976
F60-F69,2012년,직장,남자,20-24세,982,5235,579683
F60-F69,2012년,직장,남자,25-29세,612,3146,460872
F60-F69,2012년,직장,남자,30-34세,557,2333,350050
F60-F69,2012년,직장,남자,35-39세,376,1639,222819
F60-F69,2012년,직장,남자,40-44세,317,1461,201021
F60-F69,2012년,직장,남자,45-49세,214,907,111737
F60-F69,2012년,직장,남자,50-54세,217,944,166813
F60-F69,2012년,직장,남자,55-59세,171,843,151864
F60-F69,2012년,직장,남자,60-64세,168,783,314215
F60-F69,2012년,직장,남자,65세 이상,371,1567,939392
F60-F69,2012년,직장,여자,0-4세,34,52,1647
F60-F69,2012년,직장,여자,5-9세,141,305,7509
F60-F69,2012년,직장,여자,10-14세,184,508,21340
F60-F69,2012년,직장,여자,15-19세,276,971,128807
F60-F69,2012년,직장,여자,20-24세,373,1692,186621
F60-F69,2012년,직장,여자,25-29세,306,1716,165804
F60-F69,2012년,직장,여자,30-34세,245,1270,196074
F60-F69,2012년,직장,여자,35-39세,195,1087,96923
F60-F69,2012년,직장,여자,40-44세,174,1109,91846
F60-F69,2012년,직장,여자,45-49세,99,500,27428
F60-F69,2012년,직장,여자,50-54세,124,632,80680
F60-F69,2012년,직장,여자,55-59세,91,392,73654
F60-F69,2012년,직장,여자,60-64세,55,274,23623
F60-F69,2012년,직장,여자,65세 이상,180,763,152357
F60-F69,2013년,지역,남자,0-4세,9,16,594
F60-F69,2013년,지역,남자,5-9세,47,180,5703
F60-F69,2013년,지역,남자,10-14세,114,321,17915
F60-F69,2013년,지역,남자,15-19세,294,1131,156949
F60-F69,2013년,지역,남자,20-24세,542,2764,299421
F60-F69,2013년,지역,남자,25-29세,383,1634,286307
F60-F69,2013년,지역,남자,30-34세,380,1696,270512
F60-F69,2013년,지역,남자,35-39세,323,1444,371329
F60-F69,2013년,지역,남자,40-44세,288,1239,287776
F60-F69,2013년,지역,남자,45-49세,192,808,190261
F60-F69,2013년,지역,남자,50-54세,169,750,226804
F60-F69,2013년,지역,남자,55-59세,130,485,147566
F60-F69,2013년,지역,남자,60-64세,90,391,135256
F60-F69,2013년,지역,남자,65세 이상,188,843,534104
F60-F69,2013년,지역,여자,0-4세,8,56,1234
F60-F69,2013년,지역,여자,5-9세,54,122,5284
F60-F69,2013년,지역,여자,10-14세,67,143,12317
F60-F69,2013년,지역,여자,15-19세,108,453,64531
F60-F69,2013년,지역,여자,20-24세,188,791,131985
F60-F69,2013년,지역,여자,25-29세,169,869,91704
F60-F69,2013년,지역,여자,30-34세,200,857,152086
F60-F69,2013년,지역,여자,35-39세,134,670,58855
F60-F69,2013년,지역,여자,40-44세,132,683,79838
F60-F69,2013년,지역,여자,45-49세,94,510,68697
F60-F69,2013년,지역,여자,50-54세,89,372,44544
F60-F69,2013년,지역,여자,55-59세,66,304,64626
F60-F69,2013년,지역,여자,60-64세,37,175,21875
F60-F69,2013년,지역,여자,65세 이상,91,359,122034
F60-F69,2013년,직장,남자,0-4세,21,29,624
F60-F69,2013년,직장,남자,5-9세,150,379,11177
F60-F69,2013년,직장,남자,10-14세,320,1170,94363
F60-F69,2013년,직장,남자,15-19세,662,3056,351720
F60-F69,2013년,직장,남자,20-24세,972,4897,555388
F60-F69,2013년,직장,남자,25-29세,625,3106,379865
F60-F69,2013년,직장,남자,30-34세,518,2312,304594
F60-F69,2013년,직장,남자,35-39세,326,1466,289732
F60-F69,2013년,직장,남자,40-44세,319,1451,196388
F60-F69,2013년,직장,남자,45-49세,195,1006,130259
F60-F69,2013년,직장,남자,50-54세,227,1021,192827
F60-F69,2013년,직장,남자,55-59세,190,895,206333
F60-F69,2013년,직장,남자,60-64세,168,765,309699
F60-F69,2013년,직장,남자,65세 이상,377,1692,970596
F60-F69,2013년,직장,여자,0-4세,19,69,2359
F60-F69,2013년,직장,여자,5-9세,138,197,4046
F60-F69,2013년,직장,여자,10-14세,192,508,23937
F60-F69,2013년,직장,여자,15-19세,236,969,143069
F60-F69,2013년,직장,여자,20-24세,338,1777,199376
F60-F69,2013년,직장,여자,25-29세,283,1615,168702
F60-F69,2013년,직장,여자,30-34세,257,1318,143902
F60-F69,2013년,직장,여자,35-39세,186,1093,132446
F60-F69,2013년,직장,여자,40-44세,169,1011,84581
F60-F69,2013년,직장,여자,45-49세,93,546,40395
F60-F69,2013년,직장,여자,50-54세,113,493,63573
F60-F69,2013년,직장,여자,55-59세,75,325,70121
F60-F69,2013년,직장,여자,60-64세,52,252,28097
F60-F69,2013년,직장,여자,65세 이상,202,789,136825
F60-F69,2014년,지역,남자,0-4세,2,3,157
F60-F69,2014년,지역,남자,5-9세,35,169,4869
F60-F69,2014년,지역,남자,10-14세,80,277,27502
F60-F69,2014년,지역,남자,15-19세,290,1195,188550
F60-F69,2014년,지역,남자,20-24세,583,2697,277761
F60-F69,2014년,지역,남자,25-29세,432,1964,253834
F60-F69,2014년,지역,남자,30-34세,389,1806,322804
F60-F69,2014년,지역,남자,35-39세,300,1271,249153
F60-F69,2014년,지역,남자,40-44세,270,1289,391730
F60-F69,2014년,지역,남자,45-49세,207,893,213141
F60-F69,2014년,지역,남자,50-54세,129,677,155054
F60-F69,2014년,지역,남자,55-59세,134,565,223495
F60-F69,2014년,지역,남자,60-64세,89,335,164081
F60-F69,2014년,지역,남자,65세 이상,167,842,400923
F60-F69,2014년,지역,여자,0-4세,6,8,180
F60-F69,2014년,지역,여자,5-9세,32,78,1757
F60-F69,2014년,지역,여자,10-14세,63,230,14210
F60-F69,2014년,지역,여자,15-19세,117,507,93274
F60-F69,2014년,지역,여자,20-24세,180,698,189498
F60-F69,2014년,지역,여자,25-29세,186,957,75540
F60-F69,2014년,지역,여자,30-34세,182,883,129901
F60-F69,2014년,지역,여자,35-39세,132,634,80079
F60-F69,2014년,지역,여자,40-44세,116,622,72127
F60-F69,2014년,지역,여자,45-49세,87,525,37824
F60-F69,2014년,지역,여자,50-54세,72,344,27535
F60-F69,2014년,지역,여자,55-59세,63,253,41301
F60-F69,2014년,지역,여자,60-64세,38,130,23359
F60-F69,2014년,지역,여자,65세 이상,107,396,93010
F60-F69,2014년,직장,남자,0-4세,19,29,1594
F60-F69,2014년,직장,남자,5-9세,116,284,10983
F60-F69,2014년,직장,남자,10-14세,292,1260,110616
F60-F69,2014년,직장,남자,15-19세,636,3057,394932
F60-F69,2014년,직장,남자,20-24세,1107,5740,706373
F60-F69,2014년,직장,남자,25-29세,646,3375,382066
F60-F69,2014년,직장,남자,30-34세,533,2427,350183
F60-F69,2014년,직장,남자,35-39세,374,1579,225246
F60-F69,2014년,직장,남자,40-44세,273,1160,216894
F60-F69,2014년,직장,남자,45-49세,223,992,80492
F60-F69,2014년,직장,남자,50-54세,192,883,111248
F60-F69,2014년,직장,남자,55-59세,187,928,162845
F60-F69,2014년,직장,남자,60-64세,155,757,235101
F60-F69,2014년,직장,남자,65세 이상,396,1774,1153746
F60-F69,2014년,직장,여자,0-4세,24,42,1191
F60-F69,2014년,직장,여자,5-9세,136,204,15384
F60-F69,2014년,직장,여자,10-14세,180,459,21126
F60-F69,2014년,직장,여자,15-19세,209,898,108278
F60-F69,2014년,직장,여자,20-24세,340,1828,211963
F60-F69,2014년,직장,여자,25-29세,288,1651,142656
F60-F69,2014년,직장,여자,30-34세,260,1347,142306
F60-F69,2014년,직장,여자,35-39세,176,1077,134184
F60-F69,2014년,직장,여자,40-44세,142,834,65930
F60-F69,2014년,직장,여자,45-49세,99,629,58740
F60-F69,2014년,직장,여자,50-54세,94,413,40452
F60-F69,2014년,직장,여자,55-59세,104,432,76904
F60-F69,2014년,직장,여자,60-64세,51,213,36385
F60-F69,2014년,직장,여자,65세 이상,202,732,162794
F60-F69,2015년,지역,남자,0-4세,8,16,850
F60-F69,2015년,지역,남자,5-9세,35,95,3554
F60-F69,2015년,지역,남자,10-14세,73,234,23113
F60-F69,2015년,지역,남자,15-19세,288,1281,167645
F60-F69,2015년,지역,남자,20-24세,717,3616,353336
F60-F69,2015년,지역,남자,25-29세,467,2006,222070
F60-F69,2015년,지역,남자,30-34세,359,1634,251659
F60-F69,2015년,지역,남자,35-39세,345,1447,258180
F60-F69,2015년,지역,남자,40-44세,259,1256,317854
F60-F69,2015년,지역,남자,45-49세,216,967,158087
F60-F69,2015년,지역,남자,50-54세,163,602,144582
F60-F69,2015년,지역,남자,55-59세,108,428,159462
F60-F69,2015년,지역,남자,60-64세,90,328,104514
F60-F69,2015년,지역,남자,65세 이상,180,827,371919
F60-F69,2015년,지역,여자,0-4세,4,5,72
F60-F69,2015년,지역,여자,5-9세,35,71,1844
F60-F69,2015년,지역,여자,10-14세,58,185,17001
F60-F69,2015년,지역,여자,15-19세,93,498,89870
F60-F69,2015년,지역,여자,20-24세,182,662,108550
F60-F69,2015년,지역,여자,25-29세,169,921,104492
F60-F69,2015년,지역,여자,30-34세,152,844,90470
F60-F69,2015년,지역,여자,35-39세,112,543,86429
F60-F69,2015년,지역,여자,40-44세,103,618,66974
F60-F69,2015년,지역,여자,45-49세,95,599,62046
F60-F69,2015년,지역,여자,50-54세,64,441,36038
F60-F69,2015년,지역,여자,55-59세,54,192,39561
F60-F69,2015년,지역,여자,60-64세,29,102,11372
F60-F69,2015년,지역,여자,65세 이상,102,372,131888
F60-F69,2015년,직장,남자,0-4세,21,30,686
F60-F69,2015년,직장,남자,5-9세,122,403,14399
F60-F69,2015년,직장,남자,10-14세,257,1166,82926
F60-F69,2015년,직장,남자,15-19세,613,2838,305375
F60-F69,2015년,직장,남자,20-24세,1325,7203,852286
F60-F69,2015년,직장,남자,25-29세,780,4153,420066
F60-F69,2015년,직장,남자,30-34세,575,2884,322463
F60-F69,2015년,직장,남자,35-39세,443,1998,297756
F60-F69,2015년,직장,남자,40-44세,273,1163,236640
F60-F69,2015년,직장,남자,45-49세,222,1012,68977
F60-F69,2015년,직장,남자,50-54세,179,777,88779
F60-F69,2015년,직장,남자,55-59세,207,980,148889
F60-F69,2015년,직장,남자,60-64세,128,563,157286
F60-F69,2015년,직장,남자,65세 이상,423,1985,1233787
F60-F69,2015년,직장,여자,0-4세,16,23,370
F60-F69,2015년,직장,여자,5-9세,133,251,7888
F60-F69,2015년,직장,여자,10-14세,174,541,25824
F60-F69,2015년,직장,여자,15-19세,219,952,60398
F60-F69,2015년,직장,여자,20-24세,373,2077,302373
F60-F69,2015년,직장,여자,25-29세,291,1586,158363
F60-F69,2015년,직장,여자,30-34세,224,1282,121195
F60-F69,2015년,직장,여자,35-39세,162,857,117215
F60-F69,2015년,직장,여자,40-44세,154,909,69125
F60-F69,2015년,직장,여자,45-49세,100,659,49083
F60-F69,2015년,직장,여자,50-54세,71,419,33243
F60-F69,2015년,직장,여자,55-59세,96,507,76655
F60-F69,2015년,직장,여자,60-64세,47,219,41780
F60-F69,2015년,직장,여자,65세 이상,186,850,272324
F60-F69,2016년,지역,남자,0-4세,6,21,1733
F60-F69,2016년,지역,남자,5-9세,37,116,4454
F60-F69,2016년,지역,남자,10-14세,82,214,29041
F60-F69,2016년,지역,남자,15-19세,276,1200,173578
F60-F69,2016년,지역,남자,20-24세,795,4009,380410
F60-F69,2016년,지역,남자,25-29세,469,1987,262578
F60-F69,2016년,지역,남자,30-34세,406,1838,346663
F60-F69,2016년,지역,남자,35-39세,361,1616,261001
F60-F69,2016년,지역,남자,40-44세,288,1394,352020
F60-F69,2016년,지역,남자,45-49세,213,930,132296
F60-F69,2016년,지역,남자,50-54세,154,654,122187
F60-F69,2016년,지역,남자,55-59세,128,592,148537
F60-F69,2016년,지역,남자,60-64세,87,314,50935
F60-F69,2016년,지역,남자,65세 이상,173,776,434622
F60-F69,2016년,지역,여자,0-4세,5,8,103
F60-F69,2016년,지역,여자,5-9세,30,58,1166
F60-F69,2016년,지역,여자,10-14세,54,205,8599
F60-F69,2016년,지역,여자,15-19세,87,439,44645
F60-F69,2016년,지역,여자,20-24세,185,890,170858
F60-F69,2016년,지역,여자,25-29세,178,863,120712
F60-F69,2016년,지역,여자,30-34세,147,828,68070
F60-F69,2016년,지역,여자,35-39세,140,670,96452
F60-F69,2016년,지역,여자,40-44세,103,600,79061
F60-F69,2016년,지역,여자,45-49세,91,535,92421
F60-F69,2016년,지역,여자,50-54세,54,361,32619
F60-F69,2016년,지역,여자,55-59세,50,195,21630
F60-F69,2016년,지역,여자,60-64세,41,132,11753
F60-F69,2016년,지역,여자,65세 이상,82,310,101077
F60-F69,2016년,직장,남자,0-4세,27,34,862
F60-F69,2016년,직장,남자,5-9세,123,344,10512
F60-F69,2016년,직장,남자,10-14세,280,1075,62261
F60-F69,2016년,직장,남자,15-19세,631,3343,391457
F60-F69,2016년,직장,남자,20-24세,1535,8963,864119
F60-F69,2016년,직장,남자,25-29세,922,4916,515309
F60-F69,2016년,직장,남자,30-34세,596,3011,284887
F60-F69,2016년,직장,남자,35-39세,473,2171,249303
F60-F69,2016년,직장,남자,40-44세,280,1276,100855
F60-F69,2016년,직장,남자,45-49세,254,1228,125862
F60-F69,2016년,직장,남자,50-54세,178,813,54286
F60-F69,2016년,직장,남자,55-59세,163,803,153322
F60-F69,2016년,직장,남자,60-64세,138,617,129246
F60-F69,2016년,직장,남자,65세 이상,377,1817,982326
F60-F69,2016년,직장,여자,0-4세,18,28,617
F60-F69,2016년,직장,여자,5-9세,147,271,8390
F60-F69,2016년,직장,여자,10-14세,176,517,29877
F60-F69,2016년,직장,여자,15-19세,220,1067,110559
F60-F69,2016년,직장,여자,20-24세,422,2081,251422
F60-F69,2016년,직장,여자,25-29세,317,1747,218777
F60-F69,2016년,직장,여자,30-34세,224,1157,79628
F60-F69,2016년,직장,여자,35-39세,165,1002,109980
F60-F69,2016년,직장,여자,40-44세,131,765,83813
F60-F69,2016년,직장,여자,45-49세,114,670,57265
F60-F69,2016년,직장,여자,50-54세,69,421,26682
F60-F69,2016년,직장,여자,55-59세,88,430,35284
F60-F69,2016년,직장,여자,60-64세,70,267,85702
F60-F69,2016년,직장,여자,65세 이상,177,735,193221
F60-F69,2017년,지역,남자,0-4세,7,24,1532
F60-F69,2017년,지역,남자,5-9세,21,77,2922
F60-F69,2017년,지역,남자,10-14세,73,215,37709
F60-F69,2017년,지역,남자,15-19세,232,1114,152258
F60-F69,2017년,지역,남자,20-24세,843,4263,338142
F60-F69,2017년,지역,남자,25-29세,514,2083,267407
F60-F69,2017년,지역,남자,30-34세,403,1910,215579
F60-F69,2017년,지역,남자,35-39세,362,1864,230421
F60-F69,2017년,지역,남자,40-44세,239,1212,190283
F60-F69,2017년,지역,남자,45-49세,217,999,282201
F60-F69,2017년,지역,남자,50-54세,149,543,99039
F60-F69,2017년,지역,남자,55-59세,139,615,122545
F60-F69,2017년,지역,남자,60-64세,84,464,90866
F60-F69,2017년,지역,남자,65세 이상,184,731,350392
F60-F69,2017년,지역,여자,0-4세,2,3,47
F60-F69,2017년,지역,여자,5-9세,37,55,1029
F60-F69,2017년,지역,여자,10-14세,56,241,24982
F60-F69,2017년,지역,여자,15-19세,92,362,55270
F60-F69,2017년,지역,여자,20-24세,185,836,130470
F60-F69,2017년,지역,여자,25-29세,213,1127,164659
F60-F69,2017년,지역,여자,30-34세,149,805,83866
F60-F69,2017년,지역,여자,35-39세,128,696,78674
F60-F69,2017년,지역,여자,40-44세,89,444,58680
F60-F69,2017년,지역,여자,45-49세,98,806,108375
F60-F69,2017년,지역,여자,50-54세,54,308,26649
F60-F69,2017년,지역,여자,55-59세,44,200,36071
F60-F69,2017년,지역,여자,60-64세,27,115,5501
F60-F69,2017년,지역,여자,65세 이상,87,300,119717
F60-F69,2017년,직장,남자,0-4세,24,90,2809
F60-F69,2017년,직장,남자,5-9세,141,390,11690
F60-F69,2017년,직장,남자,10-14세,240,822,65550
F60-F69,2017년,직장,남자,15-19세,653,3552,417358
F60-F69,2017년,직장,남자,20-24세,1616,9267,886231
F60-F69,2017년,직장,남자,25-29세,1025,5548,502091
F60-F69,2017년,직장,남자,30-34세,599,3140,363763
F60-F69,2017년,직장,남자,35-39세,522,2441,194265
F60-F69,2017년,직장,남자,40-44세,342,1272,110271
F60-F69,2017년,직장,남자,45-49세,269,1391,109148
F60-F69,2017년,직장,남자,50-54세,182,926,77795
F60-F69,2017년,직장,남자,55-59세,200,850,130223
F60-F69,2017년,직장,남자,60-64세,152,663,158097
F60-F69,2017년,직장,남자,65세 이상,367,1744,936452
F60-F69,2017년,직장,여자,0-4세,25,198,8214
F60-F69,2017년,직장,여자,5-9세,163,383,10666
F60-F69,2017년,직장,여자,10-14세,177,540,42627
F60-F69,2017년,직장,여자,15-19세,250,1105,135333
F60-F69,2017년,직장,여자,20-24세,433,2319,383448
F60-F69,2017년,직장,여자,25-29세,361,1780,228167
F60-F69,2017년,직장,여자,30-34세,235,1275,115528
F60-F69,2017년,직장,여자,35-39세,187,1251,119208
F60-F69,2017년,직장,여자,40-44세,139,760,55475
F60-F69,2017년,직장,여자,45-49세,101,562,55658
F60-F69,2017년,직장,여자,50-54세,92,526,41816
F60-F69,2017년,직장,여자,55-59세,94,441,31590
F60-F69,2017년,직장,여자,60-64세,71,222,68658
F60-F69,2017년,직장,여자,65세 이상,163,615,188593
F60-F69,2018년,지역,남자,0-4세,4,25,1680
F60-F69,2018년,지역,남자,5-9세,23,45,2866
F60-F69,2018년,지역,남자,10-14세,71,380,63459
F60-F69,2018년,지역,남자,15-19세,283,1506,183765
F60-F69,2018년,지역,남자,20-24세,853,4234,342507
F60-F69,2018년,지역,남자,25-29세,554,2615,285799
F60-F69,2018년,지역,남자,30-34세,419,1800,213379
F60-F69,2018년,지역,남자,35-39세,388,1863,258316
F60-F69,2018년,지역,남자,40-44세,272,1103,189519
F60-F69,2018년,지역,남자,45-49세,238,1027,229033
F60-F69,2018년,지역,남자,50-54세,142,596,119649
F60-F69,2018년,지역,남자,55-59세,151,546,140231
F60-F69,2018년,지역,남자,60-64세,124,545,92529
F60-F69,2018년,지역,남자,65세 이상,191,818,299716
F60-F69,2018년,지역,여자,0-4세,3,4,81
F60-F69,2018년,지역,여자,5-9세,37,61,1712
F60-F69,2018년,지역,여자,10-14세,56,249,19561
F60-F69,2018년,지역,여자,15-19세,104,569,69582
F60-F69,2018년,지역,여자,20-24세,228,1116,131549
F60-F69,2018년,지역,여자,25-29세,201,946,149866
F60-F69,2018년,지역,여자,30-34세,151,717,79581
F60-F69,2018년,지역,여자,35-39세,144,911,96229
F60-F69,2018년,지역,여자,40-44세,97,419,36873
F60-F69,2018년,지역,여자,45-49세,96,666,102894
F60-F69,2018년,지역,여자,50-54세,70,305,19420
F60-F69,2018년,지역,여자,55-59세,50,179,30835
F60-F69,2018년,지역,여자,60-64세,48,177,22331
F60-F69,2018년,지역,여자,65세 이상,89,282,74144
F60-F69,2018년,직장,남자,0-4세,36,128,3850
F60-F69,2018년,직장,남자,5-9세,111,508,17576
F60-F69,2018년,직장,남자,10-14세,240,963,58077
F60-F69,2018년,직장,남자,15-19세,684,3287,464405
F60-F69,2018년,직장,남자,20-24세,1787,10250,940070
F60-F69,2018년,직장,남자,25-29세,1177,6644,612621
F60-F69,2018년,직장,남자,30-34세,644,3136,356057
F60-F69,2018년,직장,남자,35-39세,527,2659,257647
F60-F69,2018년,직장,남자,40-44세,325,1538,145827
F60-F69,2018년,직장,남자,45-49세,297,1477,137442
F60-F69,2018년,직장,남자,50-54세,205,870,68215
F60-F69,2018년,직장,남자,55-59세,197,728,93784
F60-F69,2018년,직장,남자,60-64세,157,601,130120
F60-F69,2018년,직장,남자,65세 이상,424,1832,854147
F60-F69,2018년,직장,여자,0-4세,22,171,6687
F60-F69,2018년,직장,여자,5-9세,140,351,13502
F60-F69,2018년,직장,여자,10-14세,190,645,56166
F60-F69,2018년,직장,여자,15-19세,295,1400,221742
F60-F69,2018년,직장,여자,20-24세,450,2574,397212
F60-F69,2018년,직장,여자,25-29세,392,2088,244246
F60-F69,2018년,직장,여자,30-34세,193,992,97696
F60-F69,2018년,직장,여자,35-39세,189,1170,80046
F60-F69,2018년,직장,여자,40-44세,130,775,77010
F60-F69,2018년,직장,여자,45-49세,116,581,48428
F60-F69,2018년,직장,여자,50-54세,109,654,54520
F60-F69,2018년,직장,여자,55-59세,107,547,31445
F60-F69,2018년,직장,여자,60-64세,81,303,80812
F60-F69,2018년,직장,여자,65세 이상,212,687,141396
F60-F69,2019년,지역,남자,0-4세,7,31,1782
F60-F69,2019년,지역,남자,5-9세,22,101,6382
F60-F69,2019년,지역,남자,10-14세,62,233,24946
F60-F69,2019년,지역,남자,15-19세,274,1281,166635
F60-F69,2019년,지역,남자,20-24세,851,4256,363407
F60-F69,2019년,지역,남자,25-29세,651,3196,335092
F60-F69,2019년,지역,남자,30-34세,464,1928,233708
F60-F69,2019년,지역,남자,35-39세,402,1866,237905
F60-F69,2019년,지역,남자,40-44세,288,1383,180927
F60-F69,2019년,지역,남자,45-49세,253,1195,216707
F60-F69,2019년,지역,남자,50-54세,187,891,109690
F60-F69,2019년,지역,남자,55-59세,163,631,144841
F60-F69,2019년,지역,남자,60-64세,134,668,155036
F60-F69,2019년,지역,남자,65세 이상,231,1159,370193
F60-F69,2019년,지역,여자,0-4세,9,9,477
F60-F69,2019년,지역,여자,5-9세,26,41,1601
F60-F69,2019년,지역,여자,10-14세,49,216,17773
F60-F69,2019년,지역,여자,15-19세,100,375,58441
F60-F69,2019년,지역,여자,20-24세,191,948,152720
F60-F69,2019년,지역,여자,25-29세,226,1030,145875
F60-F69,2019년,지역,여자,30-34세,172,1037,125815
F60-F69,2019년,지역,여자,35-39세,183,1228,101645
F60-F69,2019년,지역,여자,40-44세,103,478,79666
F60-F69,2019년,지역,여자,45-49세,123,690,81835
F60-F69,2019년,지역,여자,50-54세,86,478,56966
F60-F69,2019년,지역,여자,55-59세,73,347,31645
F60-F69,2019년,지역,여자,60-64세,71,324,34677
F60-F69,2019년,지역,여자,65세 이상,167,649,64060
F60-F69,2019년,직장,남자,0-4세,16,21,1269
F60-F69,2019년,직장,남자,5-9세,142,357,14996
F60-F69,2019년,직장,남자,10-14세,285,1126,87168
F60-F69,2019년,직장,남자,15-19세,701,3883,521494
F60-F69,2019년,직장,남자,20-24세,1879,10943,989280
F60-F69,2019년,직장,남자,25-29세,1354,7748,758157
F60-F69,2019년,직장,남자,30-34세,717,3747,365878
F60-F69,2019년,직장,남자,35-39세,564,2711,281267
F60-F69,2019년,직장,남자,40-44세,366,1928,172267
F60-F69,2019년,직장,남자,45-49세,308,1538,112447
F60-F69,2019년,직장,남자,50-54세,254,1091,107937
F60-F69,2019년,직장,남자,55-59세,207,885,104774
F60-F69,2019년,직장,남자,60-64세,199,843,76441
F60-F69,2019년,직장,남자,65세 이상,477,2180,858872
F60-F69,2019년,직장,여자,0-4세,23,49,1714
F60-F69,2019년,직장,여자,5-9세,163,383,11390
F60-F69,2019년,직장,여자,10-14세,189,702,72675
F60-F69,2019년,직장,여자,15-19세,295,1455,313406
F60-F69,2019년,직장,여자,20-24세,471,2837,456955
F60-F69,2019년,직장,여자,25-29세,479,2759,326908
F60-F69,2019년,직장,여자,30-34세,244,1330,112354
F60-F69,2019년,직장,여자,35-39세,199,1223,128186
F60-F69,2019년,직장,여자,40-44세,150,763,71875
F60-F69,2019년,직장,여자,45-49세,134,667,43955
F60-F69,2019년,직장,여자,50-54세,125,711,53100
F60-F69,2019년,직장,여자,55-59세,123,589,57034
F60-F69,2019년,직장,여자,60-64세,138,645,76606
F60-F69,2019년,직장,여자,65세 이상,340,1460,234709
F60-F69,2020년,지역,남자,0-4세,3,7,395
F60-F69,2020년,지역,남자,5-9세,17,26,1079
F60-F69,2020년,지역,남자,10-14세,50,171,14685
F60-F69,2020년,지역,남자,15-19세,217,964,186511
F60-F69,2020년,지역,남자,20-24세,794,4204,436999
F60-F69,2020년,지역,남자,25-29세,730,3813,406673
F60-F69,2020년,지역,남자,30-34세,501,2350,264411
F60-F69,2020년,지역,남자,35-39세,399,1686,217111
F60-F69,2020년,지역,남자,40-44세,307,1668,162123
F60-F69,2020년,지역,남자,45-49세,217,1143,222321
F60-F69,2020년,지역,남자,50-54세,193,1002,115101
F60-F69,2020년,지역,남자,55-59세,140,529,59776
F60-F69,2020년,지역,남자,60-64세,128,586,196424
F60-F69,2020년,지역,남자,65세 이상,258,1338,378529
F60-F69,2020년,지역,여자,0-4세,5,6,111
F60-F69,2020년,지역,여자,5-9세,30,40,1349
F60-F69,2020년,지역,여자,10-14세,32,93,4428
F60-F69,2020년,지역,여자,15-19세,90,432,69378
F60-F69,2020년,지역,여자,20-24세,189,919,148347
F60-F69,2020년,지역,여자,25-29세,249,1326,204739
F60-F69,2020년,지역,여자,30-34세,212,1079,147467
F60-F69,2020년,지역,여자,35-39세,152,898,73296
F60-F69,2020년,지역,여자,40-44세,101,569,69948
F60-F69,2020년,지역,여자,45-49세,107,598,50476
F60-F69,2020년,지역,여자,50-54세,70,384,59032
F60-F69,2020년,지역,여자,55-59세,77,366,43216
F60-F69,2020년,지역,여자,60-64세,76,391,35532
F60-F69,2020년,지역,여자,65세 이상,166,649,53896
F60-F69,2020년,직장,남자,0-4세,22,23,474
F60-F69,2020년,직장,남자,5-9세,143,327,14620
F60-F69,2020년,직장,남자,10-14세,251,832,84403
