주상병코드,진료년도,가입자구분,성별,연령,진료실인원(명),진료건수(건),총진료비(천원)
F30-F39,2010년,지역,남자,40-44세,7549,49195,4319545
F30-F39,2010년,지역,남자,45-49세,8715,56583,4486681
F30-F39,2010년,지역,남자,50-54세,9648,62316,4589081
F30-F39,2010년,지역,남자,55-59세,7441,48775,3614827
F30-F39,2010년,지역,남자,60-64세,6250,39247,2932443
F30-F39,2010년,지역,남자,65세 이상,17188,107958,6974799
F30-F39,2010년,지역,여자,0-4세,11,40,1253
F30-F39,2010년,지역,여자,5-9세,171,640,26601
F30-F39,2010년,지역,여자,10-14세,1311,5478,359000
F30-F39,2010년,지역,여자,15-19세,4650,23232,1757888
F30-F39,2010년,지역,여자,20-24세,5870,28798,2215534
F30-F39,2010년,지역,여자,25-29세,9324,53653,4025950
F30-F39,2010년,지역,여자,30-34세,11144,68482,4734651
F30-F39,2010년,지역,여자,35-39세,14271,98053,6241150
F30-F39,2010년,지역,여자,40-44세,16612,114624,7015269
F30-F39,2010년,지역,여자,45-49세,18776,124926,7243519
F30-F39,2010년,지역,여자,50-54세,21761,140999,7922998
F30-F39,2010년,지역,여자,55-59세,16862,109894,6345254
F30-F39,2010년,지역,여자,60-64세,13675,89501,5057214
F30-F39,2010년,지역,여자,65세 이상,42261,267643,16164882
F30-F39,2010년,직장,남자,0-4세,49,89,2859
F30-F39,2010년,직장,남자,5-9세,587,2619,134819
F30-F39,2010년,직장,남자,10-14세,2443,13467,822094
F30-F39,2010년,직장,남자,15-19세,6643,39435,3051688
F30-F39,2010년,직장,남자,20-24세,6807,39548,3608381
F30-F39,2010년,직장,남자,25-29세,7343,41445,3324529
F30-F39,2010년,직장,남자,30-34세,7801,45913,3624194
F30-F39,2010년,직장,남자,35-39세,8743,56307,4091839
F30-F39,2010년,직장,남자,40-44세,9788,66539,4138653
F30-F39,2010년,직장,남자,45-49세,10735,71850,4245489
F30-F39,2010년,직장,남자,50-54세,12753,88773,5145133
F30-F39,2010년,직장,남자,55-59세,11811,83798,5384192
F30-F39,2010년,직장,남자,60-64세,11500,79270,5399049
F30-F39,2010년,직장,남자,65세 이상,37882,255518,16363402
F30-F39,2010년,직장,여자,0-4세,22,28,1276
F30-F39,2010년,직장,여자,5-9세,344,1177,57161
F30-F39,2010년,직장,여자,10-14세,2158,10604,758729
F30-F39,2010년,직장,여자,15-19세,7436,41788,3265263
F30-F39,2010년,직장,여자,20-24세,10148,55245,4174197
F30-F39,2010년,직장,여자,25-29세,14925,86860,5649717
F30-F39,2010년,직장,여자,30-34세,16992,107030,6845969
F30-F39,2010년,직장,여자,35-39세,19769,138036,8305484
F30-F39,2010년,직장,여자,40-44세,20221,144808,8241744
F30-F39,2010년,직장,여자,45-49세,22504,154879,8582089
F30-F39,2010년,직장,여자,50-54세,30458,208409,11475212
F30-F39,2010년,직장,여자,55-59세,28779,202883,10804742
F30-F39,2010년,직장,여자,60-64세,27383,190710,10488257
F30-F39,2010년,직장,여자,65세 이상,88454,597343,36684563
F30-F39,2011년,지역,남자,0-4세,21,36,1548
F30-F39,2011년,지역,남자,5-9세,215,902,41038
F30-F39,2011년,지역,남자,10-14세,1140,5516,344414
F30-F39,2011년,지역,남자,15-19세,3716,18576,1544921
F30-F39,2011년,지역,남자,20-24세,4625,24850,2455745
F30-F39,2011년,지역,남자,25-29세,4360,23881,2399655
F30-F39,2011년,지역,남자,30-34세,5179,28519,3024343
F30-F39,2011년,지역,남자,35-39세,6093,38721,3570873
F30-F39,2011년,지역,남자,40-44세,7733,49737,4466684
F30-F39,2011년,지역,남자,45-49세,8222,53512,4363051
F30-F39,2011년,지역,남자,50-54세,9850,62068,4828372
F30-F39,2011년,지역,남자,55-59세,8173,51940,4391166
F30-F39,2011년,지역,남자,60-64세,6321,39953,2850219
F30-F39,2011년,지역,남자,65세 이상,18403,114599,7589204
F30-F39,2011년,지역,여자,0-4세,18,24,721
F30-F39,2011년,지역,여자,5-9세,127,458,23022
F30-F39,2011년,지역,여자,10-14세,1213,5233,413942
F30-F39,2011년,지역,여자,15-19세,4486,21617,1838015
F30-F39,2011년,지역,여자,20-24세,5918,29827,2497137
F30-F39,2011년,지역,여자,25-29세,8636,50991,3881807
F30-F39,2011년,지역,여자,30-34세,11305,70214,4667534
F30-F39,2011년,지역,여자,35-39세,13153,90235,5929243
F30-F39,2011년,지역,여자,40-44세,16627,116951,7265348
F30-F39,2011년,지역,여자,45-49세,17599,118349,6898333
F30-F39,2011년,지역,여자,50-54세,22369,143282,8047353
F30-F39,2011년,지역,여자,55-59세,18311,118150,6632474
F30-F39,2011년,지역,여자,60-64세,14096,92020,5097030
F30-F39,2011년,지역,여자,65세 이상,44329,280242,16951904
F30-F39,2011년,직장,남자,0-4세,52,87,4150
F30-F39,2011년,직장,남자,5-9세,506,2224,104865
F30-F39,2011년,직장,남자,10-14세,2343,13015,787457
F30-F39,2011년,직장,남자,15-19세,7206,43460,3367153
F30-F39,2011년,직장,남자,20-24세,7755,45466,4249089
F30-F39,2011년,직장,남자,25-29세,7536,44733,3630322
F30-F39,2011년,직장,남자,30-34세,8161,48733,3864542
F30-F39,2011년,직장,남자,35-39세,8573,55138,3712505
F30-F39,2011년,직장,남자,40-44세,10298,70029,4422974
F30-F39,2011년,직장,남자,45-49세,10649,71449,4294288
F30-F39,2011년,직장,남자,50-54세,13299,91014,5301154
F30-F39,2011년,직장,남자,55-59세,12891,91740,6029660
F30-F39,2011년,직장,남자,60-64세,12063,83601,5692675
F30-F39,2011년,직장,남자,65세 이상,41497,277585,17539506
F30-F39,2011년,직장,여자,0-4세,27,44,3447
F30-F39,2011년,직장,여자,5-9세,296,1074,52328
F30-F39,2011년,직장,여자,10-14세,2093,10386,751818
F30-F39,2011년,직장,여자,15-19세,7473,41597,3226651
F30-F39,2011년,직장,여자,20-24세,10979,60574,4540340
F30-F39,2011년,직장,여자,25-29세,14428,86328,5668599
F30-F39,2011년,직장,여자,30-34세,17837,112569,6906800
F30-F39,2011년,직장,여자,35-39세,19256,133976,7843586
F30-F39,2011년,직장,여자,40-44세,21135,153253,8616545
F30-F39,2011년,직장,여자,45-49세,21720,151556,8308874
F30-F39,2011년,직장,여자,50-54세,31714,216641,11540928
F30-F39,2011년,직장,여자,55-59세,31774,222044,11932190
F30-F39,2011년,직장,여자,60-64세,28249,199041,10616374
F30-F39,2011년,직장,여자,65세 이상,95778,647530,38164575
F30-F39,2012년,지역,남자,0-4세,16,31,1092
F30-F39,2012년,지역,남자,5-9세,218,969,44315
F30-F39,2012년,지역,남자,10-14세,1167,5935,364188
F30-F39,2012년,지역,남자,15-19세,3833,21411,1688393
F30-F39,2012년,지역,남자,20-24세,5125,31277,2556917
F30-F39,2012년,지역,남자,25-29세,4577,27131,2417010
F30-F39,2012년,지역,남자,30-34세,5636,32617,3258723
F30-F39,2012년,지역,남자,35-39세,6262,40123,3632034
F30-F39,2012년,지역,남자,40-44세,8328,55124,4799747
F30-F39,2012년,지역,남자,45-49세,8526,56108,4846243
F30-F39,2012년,지역,남자,50-54세,10187,66179,5230889
F30-F39,2012년,지역,남자,55-59세,8928,59448,4460264
F30-F39,2012년,지역,남자,60-64세,6868,45620,3643725
F30-F39,2012년,지역,남자,65세 이상,20121,129194,8060473
F30-F39,2012년,지역,여자,0-4세,10,16,840
F30-F39,2012년,지역,여자,5-9세,139,471,22736
F30-F39,2012년,지역,여자,10-14세,1523,7478,528824
F30-F39,2012년,지역,여자,15-19세,4940,26243,2007824
F30-F39,2012년,지역,여자,20-24세,6145,33635,2580336
F30-F39,2012년,지역,여자,25-29세,8617,51754,3445287
F30-F39,2012년,지역,여자,30-34세,12244,80787,5286317
F30-F39,2012년,지역,여자,35-39세,13460,95911,5749883
F30-F39,2012년,지역,여자,40-44세,17126,127341,7498922
F30-F39,2012년,지역,여자,45-49세,17793,125859,7006715
F30-F39,2012년,지역,여자,50-54세,23220,155231,8118388
F30-F39,2012년,지역,여자,55-59세,19997,132007,6808531
F30-F39,2012년,지역,여자,60-64세,15128,101402,5472784
F30-F39,2012년,지역,여자,65세 이상,47757,308719,17257364
F30-F39,2012년,직장,남자,0-4세,41,84,3230
F30-F39,2012년,직장,남자,5-9세,476,2238,116301
F30-F39,2012년,직장,남자,10-14세,2490,14116,832620
F30-F39,2012년,직장,남자,15-19세,8085,52121,3716695
F30-F39,2012년,직장,남자,20-24세,9070,61399,4768788
F30-F39,2012년,직장,남자,25-29세,8133,51587,3741094
F30-F39,2012년,직장,남자,30-34세,9160,55575,3993294
F30-F39,2012년,직장,남자,35-39세,9224,60860,3904530
F30-F39,2012년,직장,남자,40-44세,11243,77774,4489463
F30-F39,2012년,직장,남자,45-49세,11271,77652,4445339
F30-F39,2012년,직장,남자,50-54세,14027,95713,5358281
F30-F39,2012년,직장,남자,55-59세,14366,102485,6419048
F30-F39,2012년,직장,남자,60-64세,12815,91951,5878647
F30-F39,2012년,직장,남자,65세 이상,46283,320042,19169693
F30-F39,2012년,직장,여자,0-4세,41,96,5274
F30-F39,2012년,직장,여자,5-9세,275,1119,62637
F30-F39,2012년,직장,여자,10-14세,2673,14514,913600
F30-F39,2012년,직장,여자,15-19세,8890,54089,3869675
F30-F39,2012년,직장,여자,20-24세,11767,72356,4902093
F30-F39,2012년,직장,여자,25-29세,14836,94005,5528098
F30-F39,2012년,직장,여자,30-34세,19319,130066,7522011
F30-F39,2012년,직장,여자,35-39세,20668,152168,8298216
F30-F39,2012년,직장,여자,40-44세,22898,172986,9256361
F30-F39,2012년,직장,여자,45-49세,22935,166588,8879460
F30-F39,2012년,직장,여자,50-54세,33759,238525,11912021
F30-F39,2012년,직장,여자,55-59세,34417,250255,12506503
F30-F39,2012년,직장,여자,60-64세,30687,224417,10978578
F30-F39,2012년,직장,여자,65세 이상,106622,738803,40279724
F30-F39,2013년,지역,남자,0-4세,22,41,1316
F30-F39,2013년,지역,남자,5-9세,179,906,42327
F30-F39,2013년,지역,남자,10-14세,863,4574,311468
F30-F39,2013년,지역,남자,15-19세,3256,19209,1451930
F30-F39,2013년,지역,남자,20-24세,4790,29832,2496469
F30-F39,2013년,지역,남자,25-29세,4317,26795,2266293
F30-F39,2013년,지역,남자,30-34세,5644,32864,2994791
F30-F39,2013년,지역,남자,35-39세,5970,38085,3607155
F30-F39,2013년,지역,남자,40-44세,8033,53412,4798487
F30-F39,2013년,지역,남자,45-49세,8272,54784,4932951
F30-F39,2013년,지역,남자,50-54세,9899,64799,5546848
F30-F39,2013년,지역,남자,55-59세,9085,60165,4909630
F30-F39,2013년,지역,남자,60-64세,6967,46226,3771318
F30-F39,2013년,지역,남자,65세 이상,20864,134335,8626438
F30-F39,2013년,지역,여자,0-4세,1,1,37
F30-F39,2013년,지역,여자,5-9세,114,447,22760
F30-F39,2013년,지역,여자,10-14세,1143,6381,480589
F30-F39,2013년,지역,여자,15-19세,4145,23889,1878490
F30-F39,2013년,지역,여자,20-24세,5569,33137,2493499
F30-F39,2013년,지역,여자,25-29세,7753,47280,3363477
F30-F39,2013년,지역,여자,30-34세,11934,82809,5548314
F30-F39,2013년,지역,여자,35-39세,12752,92289,5594621
F30-F39,2013년,지역,여자,40-44세,16180,121456,7407214
F30-F39,2013년,지역,여자,45-49세,17496,124785,7252960
F30-F39,2013년,지역,여자,50-54세,21445,144799,7942411
F30-F39,2013년,지역,여자,55-59세,20406,137308,7269230
F30-F39,2013년,지역,여자,60-64세,15076,102015,5438053
F30-F39,2013년,지역,여자,65세 이상,49051,316483,17584541
F30-F39,2013년,직장,남자,0-4세,39,75,3679
F30-F39,2013년,직장,남자,5-9세,411,1870,93709
F30-F39,2013년,직장,남자,10-14세,2041,12297,820064
F30-F39,2013년,직장,남자,15-19세,7425,50277,3652195
F30-F39,2013년,직장,남자,20-24세,9175,63914,5167785
F30-F39,2013년,직장,남자,25-29세,8120,52517,3825079
F30-F39,2013년,직장,남자,30-34세,9330,58723,4263008
F30-F39,2013년,직장,남자,35-39세,9265,61475,3986180
F30-F39,2013년,직장,남자,40-44세,11263,79284,4679839
F30-F39,2013년,직장,남자,45-49세,11341,79582,4591286
F30-F39,2013년,직장,남자,50-54세,13826,96447,5594259
F30-F39,2013년,직장,남자,55-59세,14780,108156,6684105
F30-F39,2013년,직장,남자,60-64세,12778,92673,6280777
F30-F39,2013년,직장,남자,65세 이상,48906,336587,20243785
F30-F39,2013년,직장,여자,0-4세,21,41,1946
F30-F39,2013년,직장,여자,5-9세,252,915,42938
F30-F39,2013년,직장,여자,10-14세,2179,12731,884948
F30-F39,2013년,직장,여자,15-19세,8126,54304,3771312
F30-F39,2013년,직장,여자,20-24세,11614,73943,5164794
F30-F39,2013년,직장,여자,25-29세,14181,95415,5834897
F30-F39,2013년,직장,여자,30-34세,19069,132999,7713834
F30-F39,2013년,직장,여자,35-39세,20103,149028,8146736
F30-F39,2013년,직장,여자,40-44세,22997,176431,9573457
F30-F39,2013년,직장,여자,45-49세,23320,172445,9078244
F30-F39,2013년,직장,여자,50-54세,32261,231565,11927817
F30-F39,2013년,직장,여자,55-59세,35169,257685,12882612
F30-F39,2013년,직장,여자,60-64세,30715,225706,11386793
F30-F39,2013년,직장,여자,65세 이상,112286,782298,43140775
F30-F39,2014년,지역,남자,0-4세,9,28,859
F30-F39,2014년,지역,남자,5-9세,141,648,32245
F30-F39,2014년,지역,남자,10-14세,743,3940,257698
F30-F39,2014년,지역,남자,15-19세,2882,17539,1375070
F30-F39,2014년,지역,남자,20-24세,4901,31037,2717955
F30-F39,2014년,지역,남자,25-29세,4360,26799,2333575
F30-F39,2014년,지역,남자,30-34세,5497,32168,3010699
F30-F39,2014년,지역,남자,35-39세,6003,38024,3552323
F30-F39,2014년,지역,남자,40-44세,7835,51061,4781094
F30-F39,2014년,지역,남자,45-49세,8371,54666,5159676
F30-F39,2014년,지역,남자,50-54세,9363,60110,5432898
F30-F39,2014년,지역,남자,55-59세,9388,61583,5408804
F30-F39,2014년,지역,남자,60-64세,7295,46908,4128140
F30-F39,2014년,지역,남자,65세 이상,21864,139620,9316949
F30-F39,2014년,지역,여자,0-4세,5,20,766
F30-F39,2014년,지역,여자,5-9세,87,287,20949
F30-F39,2014년,지역,여자,10-14세,827,4468,378873
F30-F39,2014년,지역,여자,15-19세,3567,20484,1679751
F30-F39,2014년,지역,여자,20-24세,5430,31486,2260299
F30-F39,2014년,지역,여자,25-29세,7621,49234,3490097
F30-F39,2014년,지역,여자,30-34세,11383,80353,5423443
F30-F39,2014년,지역,여자,35-39세,12119,90748,5504195
F30-F39,2014년,지역,여자,40-44세,15154,115109,7158947
F30-F39,2014년,지역,여자,45-49세,16602,122544,7161737
F30-F39,2014년,지역,여자,50-54세,19688,133690,7684345
F30-F39,2014년,지역,여자,55-59세,20394,137672,7845863
F30-F39,2014년,지역,여자,60-64세,15311,103946,5666897
F30-F39,2014년,지역,여자,65세 이상,50343,324736,18722732
F30-F39,2014년,직장,남자,0-4세,38,114,4858
F30-F39,2014년,직장,남자,5-9세,397,2000,115941
F30-F39,2014년,직장,남자,10-14세,1722,10558,680075
F30-F39,2014년,직장,남자,15-19세,6999,49113,3811673
F30-F39,2014년,직장,남자,20-24세,9925,69098,5627287
F30-F39,2014년,직장,남자,25-29세,8546,57579,4252517
F30-F39,2014년,직장,남자,30-34세,9247,58819,4213656
F30-F39,2014년,직장,남자,35-39세,9480,63392,4141627
F30-F39,2014년,직장,남자,40-44세,11217,79264,4841228
F30-F39,2014년,직장,남자,45-49세,11575,81425,4916069
F30-F39,2014년,직장,남자,50-54세,13572,94466,5885329
F30-F39,2014년,직장,남자,55-59세,15292,110840,6979032
F30-F39,2014년,직장,남자,60-64세,13177,96178,6665059
F30-F39,2014년,직장,남자,65세 이상,51008,353466,21826752
F30-F39,2014년,직장,여자,0-4세,23,47,2000
F30-F39,2014년,직장,여자,5-9세,213,948,48407
F30-F39,2014년,직장,여자,10-14세,1811,10998,832620
F30-F39,2014년,직장,여자,15-19세,7464,51563,3729268
F30-F39,2014년,직장,여자,20-24세,11971,78856,5478282
F30-F39,2014년,직장,여자,25-29세,13897,95996,6049248
F30-F39,2014년,직장,여자,30-34세,18371,127810,7732444
F30-F39,2014년,직장,여자,35-39세,19638,147516,8274672
F30-F39,2014년,직장,여자,40-44세,22309,172747,9324944
F30-F39,2014년,직장,여자,45-49세,22871,173971,9374068
F30-F39,2014년,직장,여자,50-54세,30483,222245,11838522
F30-F39,2014년,직장,여자,55-59세,35902,261754,13555898
F30-F39,2014년,직장,여자,60-64세,31090,228187,11976396
F30-F39,2014년,직장,여자,65세 이상,116952,814622,45427783
F30-F39,2015년,지역,남자,0-4세,10,24,977
F30-F39,2015년,지역,남자,5-9세,131,580,37232
F30-F39,2015년,지역,남자,10-14세,609,3419,230761
F30-F39,2015년,지역,남자,15-19세,2711,17046,1401167
F30-F39,2015년,지역,남자,20-24세,5596,35215,2828161
F30-F39,2015년,지역,남자,25-29세,4601,29332,2362242
F30-F39,2015년,지역,남자,30-34세,5518,32092,3163377
F30-F39,2015년,지역,남자,35-39세,6077,37446,3426796
F30-F39,2015년,지역,남자,40-44세,7584,49492,4912976
F30-F39,2015년,지역,남자,45-49세,8393,55022,5331575
F30-F39,2015년,지역,남자,50-54세,8885,58011,5266132
F30-F39,2015년,지역,남자,55-59세,9664,61906,5659355
F30-F39,2015년,지역,남자,60-64세,8091,52697,4774606
F30-F39,2015년,지역,남자,65세 이상,22956,144790,10395414
F30-F39,2015년,지역,여자,0-4세,4,7,120
F30-F39,2015년,지역,여자,5-9세,111,407,27476
F30-F39,2015년,지역,여자,10-14세,690,3733,318142
F30-F39,2015년,지역,여자,15-19세,3218,19077,1579632
F30-F39,2015년,지역,여자,20-24세,5675,34258,2714969
F30-F39,2015년,지역,여자,25-29세,7334,47666,3524115
F30-F39,2015년,지역,여자,30-34세,10629,76181,5239920
F30-F39,2015년,지역,여자,35-39세,12025,90486,5820338
F30-F39,2015년,지역,여자,40-44세,14290,110021,6821871
F30-F39,2015년,지역,여자,45-49세,16158,118384,7095248
F30-F39,2015년,지역,여자,50-54세,18053,123212,7258429
F30-F39,2015년,지역,여자,55-59세,20480,138241,7927386
F30-F39,2015년,지역,여자,60-64세,16353,111432,6435157
F30-F39,2015년,지역,여자,65세 이상,51916,333476,19709113
F30-F39,2015년,직장,남자,0-4세,35,76,4507
F30-F39,2015년,직장,남자,5-9세,388,2048,103703
F30-F39,2015년,직장,남자,10-14세,1520,9786,745463
F30-F39,2015년,직장,남자,15-19세,6984,51858,3911168
F30-F39,2015년,직장,남자,20-24세,11862,84599,6887264
F30-F39,2015년,직장,남자,25-29세,9354,64064,4655105
F30-F39,2015년,직장,남자,30-34세,9556,60862,4350110
F30-F39,2015년,직장,남자,35-39세,10516,69941,4644098
F30-F39,2015년,직장,남자,40-44세,11658,80974,5113471
F30-F39,2015년,직장,남자,45-49세,12402,88011,5407524
F30-F39,2015년,직장,남자,50-54세,13509,92966,5938571
F30-F39,2015년,직장,남자,55-59세,15675,110786,6987710
F30-F39,2015년,직장,남자,60-64세,14545,104628,7215670
F30-F39,2015년,직장,남자,65세 이상,54441,370806,23312192
F30-F39,2015년,직장,여자,0-4세,19,84,4407
F30-F39,2015년,직장,여자,5-9세,233,1048,55846
F30-F39,2015년,직장,여자,10-14세,1519,9088,720488
F30-F39,2015년,직장,여자,15-19세,7671,54354,4044111
F30-F39,2015년,직장,여자,20-24세,12866,85926,6134489
F30-F39,2015년,직장,여자,25-29세,14423,100766,6440281
F30-F39,2015년,직장,여자,30-34세,17887,129142,7830208
F30-F39,2015년,직장,여자,35-39세,20143,151619,8751666
F30-F39,2015년,직장,여자,40-44세,22347,174362,9760377
F30-F39,2015년,직장,여자,45-49세,23407,179462,9760933
F30-F39,2015년,직장,여자,50-54세,29092,211979,11412702
F30-F39,2015년,직장,여자,55-59세,36683,267428,14301461
F30-F39,2015년,직장,여자,60-64세,33446,246670,13144540
F30-F39,2015년,직장,여자,65세 이상,122491,843972,47734791
F30-F39,2016년,지역,남자,0-4세,8,9,418
F30-F39,2016년,지역,남자,5-9세,167,727,41217
F30-F39,2016년,지역,남자,10-14세,605,3775,260432
F30-F39,2016년,지역,남자,15-19세,2832,18006,1456691
F30-F39,2016년,지역,남자,20-24세,6563,41652,3463635
F30-F39,2016년,지역,남자,25-29세,5293,32599,2640013
F30-F39,2016년,지역,남자,30-34세,5814,34368,3262568
F30-F39,2016년,지역,남자,35-39세,6716,40937,3886281
F30-F39,2016년,지역,남자,40-44세,7497,47956,4806869
F30-F39,2016년,지역,남자,45-49세,8762,56689,5373361
F30-F39,2016년,지역,남자,50-54세,8743,56166,5651300
F30-F39,2016년,지역,남자,55-59세,9791,62681,6008101
F30-F39,2016년,지역,남자,60-64세,8832,57829,5387106
F30-F39,2016년,지역,남자,65세 이상,24074,154257,11116728
F30-F39,2016년,지역,여자,0-4세,7,13,862
F30-F39,2016년,지역,여자,5-9세,88,418,20263
F30-F39,2016년,지역,여자,10-14세,644,3590,317095
F30-F39,2016년,지역,여자,15-19세,3440,22512,2059156
F30-F39,2016년,지역,여자,20-24세,6334,38533,2939938
F30-F39,2016년,지역,여자,25-29세,8400,54325,3854216
F30-F39,2016년,지역,여자,30-34세,10814,76601,5406238
F30-F39,2016년,지역,여자,35-39세,12903,96572,6313275
F30-F39,2016년,지역,여자,40-44세,13841,106185,6649802
F30-F39,2016년,지역,여자,45-49세,16479,121573,7391757
F30-F39,2016년,지역,여자,50-54세,17241,117869,7242229
F30-F39,2016년,지역,여자,55-59세,21306,142499,8310965
F30-F39,2016년,지역,여자,60-64세,17852,121445,7040799
F30-F39,2016년,지역,여자,65세 이상,53976,345428,20983344
F30-F39,2016년,직장,남자,0-4세,58,114,6814
F30-F39,2016년,직장,남자,5-9세,475,2315,139925
F30-F39,2016년,직장,남자,10-14세,1603,9901,747386
F30-F39,2016년,직장,남자,15-19세,7720,58645,4742479
F30-F39,2016년,직장,남자,20-24세,14531,104921,8283055
F30-F39,2016년,직장,남자,25-29세,11345,78329,5841929
F30-F39,2016년,직장,남자,30-34세,10477,67878,4732843
F30-F39,2016년,직장,남자,35-39세,11622,76726,4993394
F30-F39,2016년,직장,남자,40-44세,12278,84212,5282329
F30-F39,2016년,직장,남자,45-49세,13474,95750,5895861
F30-F39,2016년,직장,남자,50-54세,13581,93595,6188480
F30-F39,2016년,직장,남자,55-59세,16435,116216,7683124
F30-F39,2016년,직장,남자,60-64세,15668,114251,8247264
F30-F39,2016년,직장,남자,65세 이상,56743,388839,25472262
F30-F39,2016년,직장,여자,0-4세,20,53,2234
F30-F39,2016년,직장,여자,5-9세,262,1053,54014
F30-F39,2016년,직장,여자,10-14세,1693,10158,806488
F30-F39,2016년,직장,여자,15-19세,9139,66335,5357238
F30-F39,2016년,직장,여자,20-24세,15597,106387,7510901
F30-F39,2016년,직장,여자,25-29세,17089,123700,7647805
F30-F39,2016년,직장,여자,30-34세,18460,136722,8425240
F30-F39,2016년,직장,여자,35-39세,21985,165781,9612815
F30-F39,2016년,직장,여자,40-44세,22300,174868,9791269
F30-F39,2016년,직장,여자,45-49세,25110,194685,10838247
F30-F39,2016년,직장,여자,50-54세,28008,204432,11449552
F30-F39,2016년,직장,여자,55-59세,37926,276696,14915915
F30-F39,2016년,직장,여자,60-64세,36042,269848,14309286
F30-F39,2016년,직장,여자,65세 이상,128685,890293,51089854
F30-F39,2017년,지역,남자,0-4세,9,30,2463
F30-F39,2017년,지역,남자,5-9세,141,788,48670
F30-F39,2017년,지역,남자,10-14세,615,4000,332826
F30-F39,2017년,지역,남자,15-19세,2917,18630,1580658
F30-F39,2017년,지역,남자,20-24세,7474,49053,3906566
F30-F39,2017년,지역,남자,25-29세,6029,37938,3079566
F30-F39,2017년,지역,남자,30-34세,6136,36322,3237318
F30-F39,2017년,지역,남자,35-39세,7214,44399,4131597
F30-F39,2017년,지역,남자,40-44세,7697,49305,4733837
F30-F39,2017년,지역,남자,45-49세,8973,60299,5404543
F30-F39,2017년,지역,남자,50-54세,8658,55859,5500195
F30-F39,2017년,지역,남자,55-59세,9898,62885,6188628
F30-F39,2017년,지역,남자,60-64세,9045,58929,5598712
F30-F39,2017년,지역,남자,65세 이상,25118,162377,11986839
F30-F39,2017년,지역,여자,0-4세,6,23,1326
F30-F39,2017년,지역,여자,5-9세,90,353,33023
F30-F39,2017년,지역,여자,10-14세,805,4960,492249
F30-F39,2017년,지역,여자,15-19세,3999,26350,2314404
F30-F39,2017년,지역,여자,20-24세,7314,46784,3431128
F30-F39,2017년,지역,여자,25-29세,9935,65739,4582788
F30-F39,2017년,지역,여자,30-34세,11053,78892,5400658
F30-F39,2017년,지역,여자,35-39세,13819,104289,6913905
F30-F39,2017년,지역,여자,40-44세,14009,107206,6915746
F30-F39,2017년,지역,여자,45-49세,16420,124089,7686225
F30-F39,2017년,지역,여자,50-54세,16961,119022,7171426
F30-F39,2017년,지역,여자,55-59세,20993,142073,8164385
F30-F39,2017년,지역,여자,60-64세,18840,127594,7604800
F30-F39,2017년,지역,여자,65세 이상,56749,367431,21969761
F30-F39,2017년,직장,남자,0-4세,39,65,3837
F30-F39,2017년,직장,남자,5-9세,519,2673,159104
F30-F39,2017년,직장,남자,10-14세,1670,11766,841226
F30-F39,2017년,직장,남자,15-19세,8004,62524,4663893
F30-F39,2017년,직장,남자,20-24세,17089,126967,9613364
F30-F39,2017년,직장,남자,25-29세,12977,92024,6800952
F30-F39,2017년,직장,남자,30-34세,11217,73440,5071175
F30-F39,2017년,직장,남자,35-39세,12937,83418,5387753
F30-F39,2017년,직장,남자,40-44세,13013,89090,5571721
F30-F39,2017년,직장,남자,45-49세,14623,104521,6299339
F30-F39,2017년,직장,남자,50-54세,13672,95640,6118272
F30-F39,2017년,직장,남자,55-59세,16489,115538,7689133
F30-F39,2017년,직장,남자,60-64세,16078,117947,8533041
F30-F39,2017년,직장,남자,65세 이상,58799,405729,26807033
F30-F39,2017년,직장,여자,0-4세,18,34,1710
F30-F39,2017년,직장,여자,5-9세,266,1226,88797
F30-F39,2017년,직장,여자,10-14세,2066,13499,1289368
F30-F39,2017년,직장,여자,15-19세,10866,84334,6656348
F30-F39,2017년,직장,여자,20-24세,19125,142583,9778770
F30-F39,2017년,직장,여자,25-29세,20190,151290,9371599
F30-F39,2017년,직장,여자,30-34세,19783,146499,8825515
F30-F39,2017년,직장,여자,35-39세,23861,181890,10689585
F30-F39,2017년,직장,여자,40-44세,23587,184393,10362610
F30-F39,2017년,직장,여자,45-49세,26348,204990,11616720
F30-F39,2017년,직장,여자,50-54세,27841,207180,11494931
F30-F39,2017년,직장,여자,55-59세,37464,276450,15097081
F30-F39,2017년,직장,여자,60-64세,36819,278147,15003469
F30-F39,2017년,직장,여자,65세 이상,132926,929118,53109559
F30-F39,2018년,지역,남자,0-4세,15,49,2786
F30-F39,2018년,지역,남자,5-9세,162,779,63075
F30-F39,2018년,지역,남자,10-14세,716,4300,406928
F30-F39,2018년,지역,남자,15-19세,3465,22935,2033689
F30-F39,2018년,지역,남자,20-24세,8847,59170,4807340
F30-F39,2018년,지역,남자,25-29세,6934,43794,3635384
F30-F39,2018년,지역,남자,30-34세,7011,42369,4097616
F30-F39,2018년,지역,남자,35-39세,8413,51260,4855741
F30-F39,2018년,지역,남자,40-44세,8260,52084,4899126
F30-F39,2018년,지역,남자,45-49세,9862,64706,5874977
F30-F39,2018년,지역,남자,50-54세,9394,60353,5791518
F30-F39,2018년,지역,남자,55-59세,10348,65699,6465640
F30-F39,2018년,지역,남자,60-64세,10270,65537,6288899
F30-F39,2018년,지역,남자,65세 이상,27558,175429,13396403
F30-F39,2018년,지역,여자,0-4세,6,9,783
F30-F39,2018년,지역,여자,5-9세,89,505,29726
